gene_id	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8
ENSG00000221539	4.9243	4.9565	4.9509	4.4572	4.3034	4.026	3.8457	4.086
ENSG00000120656	9.1804	9.335	9.0263	9.0525	9.5815	9.0884	9.3407	9.3151
ENSG00000188060	5.4529	5.3787	5.2694	5.5243	5.2676	7.4414	5.8569	5.6002
ENSG00000229388	4.1211	3.643	4.1046	3.9819	4.1749	3.6634	3.0187	3.9481
ENSG00000162419	8.817	8.7888	9.2134	9.0041	9.3046	9.5791	9.0541	9.3617
ENSG00000198492	11.278	11.362	11.354	11.1671	11.6486	11.6247	11.3478	11.58
ENSG00000116329	3.9566	4.4365	3.0187	3.9819	3.7383	4.026	3.8457	3.5614
ENSG00000233427	3.444	3.0187	3.0187	3.8099	3.0187	3.0187	3.0187	3.0187
ENSG00000159023	10.7258	10.1261	9.8318	10.7214	12.2428	12.2264	11.2959	11.6358
ENSG00000225616	4.0427	4.3751	4.1046	5.4833	3.437	4.1179	4.0772	4.086
ENSG00000253304	6.2549	6.3521	4.8242	6.0817	5.0325	4.2785	5.3599	5.7028
ENSG00000225750	3.0187	3.643	3.7954	3.0187	3.0187	3.6634	4.0772	3.9481
ENSG00000116350	11.8775	11.5173	11.552	11.6012	11.3955	11.4103	11.327	11.3562
ENSG00000116353	9.0279	9.237	8.9858	9.1636	7.4459	6.6242	7.7832	7.7202
ENSG00000237934	3.444	3.0187	4.3343	3.8099	4.1036	3.8051	4.0772	4.086
ENSG00000060656	6.957	8.1111	5.4455	7.1871	5.982	5.5515	6.4055	5.916
ENSG00000228176	3.0187	3.0187	3.7954	3.0187	3.0187	3.0187	3.0187	3.0187
ENSG00000162510	3.7502	3.643	3.0187	3.5816	3.0187	3.4764	3.697	3.9481
ENSG00000186056	4.5439	4.2402	3.7954	4.1245	3.8469	3.8051	4.0772	3.9481
ENSG00000162511	10.7143	11.6208	12.1554	11.4124	10.6024	11.3268	10.9832	11.896
ENSG00000264773	3.444	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.5614
ENSG00000223382	3.0187	3.4618	3.0187	3.0187	3.0187	3.0187	3.5005	3.5614
ENSG00000235143	3.0187	3.0187	3.0187	3.0187	3.0187	3.6634	3.0187	3.0187
ENSG00000162512	10.4828	10.4604	9.5276	10.1872	10.8964	12.0385	10.0068	10.7789
ENSG00000134644	11.3001	10.7197	11.3447	11.1135	12.1889	12.0871	11.9253	12.1388
ENSG00000237329	3.444	3.0187	3.0187	3.5816	3.437	3.4764	3.9695	3.0187
ENSG00000232768	3.0187	3.0187	3.0187	3.8099	3.437	3.0187	3.697	3.0187
ENSG00000084628	3.0187	3.7804	3.7954	3.0187	3.6083	3.0187	3.0187	4.086
ENSG00000060688	10.4857	10.4317	10.7257	10.5237	10.0233	9.8016	10.0985	10.4217
ENSG00000229447	4.1211	3.895	4.522	3.8099	4.2412	4.8888	4.6131	3.5614
ENSG00000121766	9.9194	10.1211	10.3349	9.9974	10.6605	10.2882	10.484	10.8081
ENSG00000229044	3.0187	3.0187	3.7954	3.0187	3.0187	3.8051	3.8457	3.0187
ENSG00000121769	5.3261	7.7569	5.4455	5.7476	5.0954	5.0124	5.2193	5.7028
ENSG00000168528	9.4323	10.2325	8.34	8.9358	6.5183	7.0683	6.9029	7.8566
ENSG00000215899	4.4393	4.4365	4.1046	4.4572	3.7383	3.9232	3.697	3.7818
ENSG00000260386	3.444	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187
ENSG00000284543	4.3236	4.4365	4.8242	4.4572	3.7383	4.1179	4.0772	4.9206
ENSG00000229167	4.8875	4.4947	5.1717	5.1542	4.7026	4.7514	4.8822	4.4087
ENSG00000142910	13.6971	13.7462	13.2707	13.3034	10.5585	10.4816	11.8655	11.9932
ENSG00000121764	5.7936	4.3099	4.1046	5.0997	5.0325	5.0124	5.9025	4.6558
ENSG00000162517	10.6101	11.0183	11.0412	11.0019	9.3124	9.4729	9.9387	9.516
ENSG00000235790	3.7502	3.9948	4.1046	4.1245	4.1036	4.48	4.0772	4.2057
ENSG00000264078	3.0187	3.4618	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187
ENSG00000084636	5.7358	6.0462	5.2694	5.2065	4.2412	4.5397	5.0619	5.4099
ENSG00000121753	5.6548	5.7839	4.8242	5.6771	3.437	3.0187	4.0772	4.086
ENSG00000254545	4.4928	4.7924	5.2694	4.1245	3.437	3.0187	4.9296	4.5793
ENSG00000134668	10.4422	10.4556	11.1229	10.4392	6.9713	3.4764	9.8417	9.4409
ENSG00000269967	3.9566	3.4618	4.1046	3.8099	3.9416	4.417	4.7817	4.086
ENSG00000184007	12.2354	12.2156	12.1974	12.0869	12.7618	12.9183	12.3265	12.8582
ENSG00000228634	3.618	3.7804	4.1046	3.0187	3.7383	4.026	4.4156	3.7818
ENSG00000121774	12.8516	12.2772	12.4774	12.4925	11.9844	11.9305	12.0792	12.2856
ENSG00000203325	3.9566	3.4618	4.6828	3.9819	4.362	4.7989	4.672	4.4973
ENSG00000121775	9.4174	9.2053	9.1476	9.5905	7.3878	6.5496	8.0698	7.3297
ENSG00000266203	3.0187	3.0187	3.0187	3.5816	3.0187	3.0187	3.0187	3.0187
ENSG00000025800	11.1826	10.798	11.8106	11.3816	12.1342	12.0909	12.0562	12.5282
ENSG00000084652	11.3243	11.1237	11.7363	11.5021	11.6278	11.3091	11.5191	11.8836
ENSG00000160050	7.7066	7.7361	7.5815	8.5106	6.0443	5.812	6.7879	6.0505
ENSG00000224066	3.7502	3.643	3.7954	3.8099	3.0187	3.4764	4.1733	3.0187
ENSG00000160051	6.6641	6.6926	6.6406	7.1237	5.966	5.812	6.7879	6.1965
ENSG00000222046	3.9566	3.9948	3.7954	4.1245	3.7383	4.9313	5.2559	4.4087
ENSG00000160055	7.7358	8.5276	7.7033	8.0274	7.198	6.5368	7.7951	7.1757
ENSG00000084623	12.6097	12.6257	12.933	13.0465	11.5368	11.2855	12.553	12.3311
ENSG00000220785	8.903	8.2817	8.3074	9.7498	8.2489	6.7845	8.5527	6.9631
ENSG00000183615	7.2814	8.0989	6.8668	8.3035	5.4199	3.4764	6.9357	5.0877
ENSG00000182866	3.0187	3.0187	3.0187	3.0187	3.6083	3.0187	3.5005	3.0187
ENSG00000116478	12.0115	11.4604	11.7127	11.9713	11.8268	11.9727	12.2752	11.2385
ENSG00000175130	12.0638	10.9625	10.9564	11.5831	12.7948	11.8136	11.7737	11.4442
ENSG00000233775	3.444	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187
ENSG00000162526	3.8604	3.4618	4.1046	4.3578	4.7839	4.9313	5.2193	4.4973
ENSG00000225828	5.9197	5.9581	5.1717	6.0544	5.2676	6.103	6.1485	5.5642
ENSG00000160058	10.7216	11.0563	10.6736	10.8284	10.5486	10.7832	10.8398	10.9418
ENSG00000224333	3.0187	3.0187	3.0187	3.0187	3.0187	3.8051	3.5005	3.0187
ENSG00000254553	3.618	3.0187	3.0187	3.0187	3.437	3.4764	3.0187	3.0187
ENSG00000273274	3.8604	3.4618	4.1046	3.8099	4.7026	4.35	3.9695	3.7818
ENSG00000160062	7.6868	7.7204	7.408	7.7115	9.1838	9.2724	7.9363	7.82
ENSG00000176261	9.3102	9.8899	9.0197	9.555	9.1353	9.5108	9.1911	9.3204
ENSG00000200591	3.0187	3.0187	3.7954	3.0187	3.437	3.9232	4.1733	3.5614
ENSG00000162521	11.9283	11.6867	11.9346	12.005	12.7135	12.8929	12.1836	12.1988
ENSG00000162520	7.8244	8.3918	7.4484	7.8353	7.0485	7.2747	8.0747	8.457
ENSG00000224409	3.618	3.4618	3.0187	3.9819	3.0187	3.0187	3.697	3.0187
ENSG00000162522	10.3305	10.137	9.9453	10.4636	8.1088	8.1213	8.8294	8.8472
ENSG00000134684	11.6798	11.6408	12.4719	12.0856	11.2712	11.1754	11.5754	12.191
ENSG00000116497	9.6632	9.1179	9.3474	9.466	10.4444	10.6395	10.1814	10.1689
ENSG00000160097	3.9566	4.4947	4.1046	4.248	3.9416	4.1179	4.5511	4.9788
ENSG00000121905	3.618	3.4618	3.0187	3.0187	3.0187	3.0187	3.9695	3.5614
ENSG00000121900	8.5373	9.819	8.1573	8.7261	4.4703	4.2785	5.7856	5.2356
ENSG00000116514	9.7726	9.9719	9.8507	9.9868	9.3926	8.7535	10.1388	10.2781
ENSG00000278966	3.7502	3.7804	3.7954	3.8099	3.437	3.0187	3.5005	3.7818
ENSG00000217644	3.444	3.643	3.7954	3.8099	3.0187	3.4764	3.0187	3.5614
ENSG00000239670	3.444	3.643	3.0187	3.0187	3.8469	3.4764	3.697	3.7818
ENSG00000236065	3.0187	3.0187	3.0187	3.5816	3.7383	3.6634	3.9695	3.5614
ENSG00000004455	11.9278	11.8262	12.1577	11.9691	12.0545	12.0063	11.9471	12.345
ENSG00000276645	3.444	3.0187	3.0187	3.5816	3.437	3.0187	3.9695	3.0187
ENSG00000142920	5.1859	5.4596	3.7954	5.5642	4.5689	4.48	5.425	4.4973
ENSG00000278997	4.0427	4.0841	3.7954	4.248	4.4703	4.35	4.7817	3.9481
ENSG00000116525	7.3709	7.5761	7.6349	7.5761	7.2897	6.5749	6.8234	7.2657
ENSG00000279179	4.2606	3.7804	4.1046	4.248	4.3034	4.2015	4.7817	4.2057
ENSG00000160094	9.479	9.3606	8.7071	9.3185	8.7454	8.6714	8.2751	7.9945
ENSG00000270115	3.7502	3.4618	3.0187	3.5816	3.7383	4.1179	4.341	3.7818
ENSG00000184389	3.444	3.0187	3.7954	3.0187	3.0187	3.0187	3.8457	3.5614
ENSG00000225313	5.7358	5.6542	5.8059	5.9094	6.6922	6.5368	7.2881	6.6138
ENSG00000134686	10.9699	11.1469	11.2594	11.4295	9.5699	9.6621	10.6131	10.0554
ENSG00000284154	3.444	3.643	3.7954	3.9819	3.9416	3.6634	4.1733	3.9481
ENSG00000222112	3.9566	3.4618	4.6828	4.248	3.9416	4.417	4.7817	4.2057
ENSG00000233246	3.444	3.4618	3.0187	3.0187	3.6083	3.6634	4.0772	3.0187
ENSG00000121903	7.2748	7.2052	7.5815	7.5083	8.0276	8.0868	8.0351	8.001
ENSG00000235907	3.444	3.0187	3.0187	3.0187	3.0187	4.026	3.0187	3.0187
ENSG00000121904	3.444	3.4618	4.6828	3.8099	3.0187	3.8051	3.5005	3.0187
ENSG00000163866	10.1423	10.5085	10.4235	10.2772	10.1402	10.2806	9.7559	10.3859
ENSG00000189280	3.618	3.0187	3.0187	3.0187	3.6083	4.1179	3.8457	3.0187
ENSG00000189433	3.0187	3.0187	3.0187	3.0187	3.0187	3.9232	3.0187	3.0187
ENSG00000255811	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.5005	3.0187
ENSG00000188910	3.618	3.0187	3.0187	3.0187	3.0187	3.0187	3.8457	3.5614
ENSG00000187513	6.4089	3.7804	3.7954	4.9831	8.1124	9.7529	5.9466	5.8286
ENSG00000230163	5.8123	5.8043	5.5256	5.5642	6.1751	6.6242	5.7856	5.3684
ENSG00000116544	3.0187	3.643	3.0187	3.5816	3.7383	3.0187	3.0187	3.5614
ENSG00000241014	6.1711	6.3243	6.0388	6.3287	7.5341	7.7428	6.4818	5.944
ENSG00000271741	3.0187	3.0187	3.7954	3.5816	3.0187	3.0187	3.0187	3.0187
ENSG00000243749	3.444	3.643	5.1717	4.6328	3.0187	3.4764	3.697	3.0187
ENSG00000163867	7.954	8.1702	8.0168	7.528	8.3495	8.4207	8.0046	7.7042
ENSG00000197056	9.1428	8.447	8.8792	8.4292	10.3497	10.1674	9.7095	9.6154
ENSG00000228348	3.618	3.643	3.0187	3.0187	3.437	3.0187	3.0187	4.2057
ENSG00000116560	13.618	13.1915	13.2551	13.2691	13.8829	13.8901	13.6914	14.0388
ENSG00000146463	11.1693	10.646	10.87	10.9399	12.506	12.379	12.004	12.1942
ENSG00000240374	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.5005	3.0187
ENSG00000201542	3.0187	3.0187	3.0187	3.0187	3.0187	3.4764	3.0187	3.5614
ENSG00000229994	8.5619	8.3412	7.2106	6.9877	8.3706	7.1376	6.7142	7.587
ENSG00000227409	3.444	3.0187	3.0187	3.5816	3.437	3.9232	3.697	3.0187
ENSG00000278702	3.0187	3.0187	3.0187	3.0187	3.437	3.0187	3.0187	3.0187
ENSG00000142687	10.4539	10.7823	10.4535	10.3632	11.6415	11.7354	11.3301	11.1791
ENSG00000236274	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	4.0772	3.0187
ENSG00000020129	8.9284	8.914	9.2193	9.2008	6.3571	6.188	7.2796	7.029
ENSG00000239636	3.8604	3.643	3.0187	4.1245	3.6083	3.6634	3.0187	3.5614
ENSG00000116819	4.4393	4.2402	4.1046	3.9819	4.3034	4.35	4.672	4.2057
ENSG00000126067	12.1611	12.0681	12.2807	12.2634	11.1909	10.6447	11.3043	12.0782
ENSG00000142686	9.3672	9.4806	9.3474	9.5788	8.9495	8.839	8.3334	8.6898
ENSG00000092853	9.782	8.6682	10.7155	10.0697	8.915	8.5751	10.0949	11.5322
ENSG00000232335	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.5614
ENSG00000134698	9.749	9.4587	9.3997	9.7159	10.9668	11.8133	10.5059	10.0412
ENSG00000092847	10.4785	9.6438	10.6413	10.6104	11.1031	11.3967	11.2442	11.2969
ENSG00000271164	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.697	3.0187
ENSG00000126070	8.9921	8.7007	9.1779	8.6652	10.7506	11.247	10.3772	9.9878
ENSG00000271554	3.618	3.4618	4.1046	3.5816	3.9416	4.2015	3.5005	3.7818
ENSG00000232862	3.0187	3.0187	3.0187	3.5816	3.6083	3.9232	3.0187	3.9481
ENSG00000092850	4.4928	3.7804	3.0187	4.248	4.1036	3.9232	4.1733	3.0187
ENSG00000116863	9.4441	10.0858	9.8165	9.5087	7.4962	6.948	8.2187	8.1618
ENSG00000171812	6.6843	5.9762	6.1421	7.9122	5.5781	6.4017	5.6579	7.4304
ENSG00000054116	10.9275	11.5532	11.0363	10.8184	10.3982	10.5249	10.423	10.478
ENSG00000116871	12.4292	12.5637	11.8969	11.9758	9.1769	8.5468	10.2094	10.478
ENSG00000054118	12.8296	12.2605	12.863	12.8442	13.5663	13.7915	13.468	13.825
ENSG00000231849	3.0187	3.0187	3.0187	3.5816	3.0187	3.0187	3.697	3.0187
ENSG00000214193	6.503	6.9403	7.408	7.4371	6.44	6.8583	8.1322	7.1872
ENSG00000142694	8.3205	9.2425	7.3236	7.9853	3.9416	4.026	4.4156	4.086
ENSG00000116883	5.9537	5.9581	5.9841	5.5642	4.0264	4.35	5.2915	4.8596
ENSG00000196182	9.7311	10.0058	9.6793	9.8683	8.3766	9.0796	9.2571	9.2939
ENSG00000181817	9.1944	9.5129	9.3842	9.5087	6.3932	5.8545	7.6517	7.587
ENSG00000116885	7.121	7.7361	6.8366	7.4578	7.5017	7.1206	7.2539	7.1522
ENSG00000201448	3.444	3.0187	3.0187	3.0187	3.7383	3.8051	3.5005	3.9481
ENSG00000116898	11.0397	11.4631	10.8921	11.0107	10.3252	9.8856	10.2778	10.6587
ENSG00000119535	3.0187	3.0187	3.7954	3.0187	6.5506	3.8051	7.4249	4.4087
ENSG00000163873	3.0187	3.0187	3.0187	3.8099	3.0187	3.0187	3.0187	3.0187
ENSG00000233621	5.7746	6.922	5.9841	5.7476	5.0325	4.8888	4.5511	5.4893
ENSG00000163874	7.0684	7.8943	7.4283	7.384	5.1843	4.35	5.9894	6.525
ENSG00000163875	10.1798	10.3641	10.0208	10.0392	10.7361	10.7818	10.4066	10.3491
ENSG00000263675	3.444	3.0187	3.0187	4.1245	4.7026	4.417	4.4156	3.9481
ENSG00000163877	8.941	9.0773	8.9299	8.7886	9.4376	9.7666	9.0417	9.3151
ENSG00000232273	5.1559	5.5109	4.6828	4.7852	3.8469	3.9232	4.5511	3.7818
ENSG00000237749	5.5464	5.6988	5.3604	5.6771	5.2942	4.8447	4.6131	4.3122
ENSG00000163879	7.1717	3.643	6.4132	7.0709	8.4003	6.7953	7.5498	5.9983
ENSG00000134697	10.8652	11.008	11.0673	10.8114	11.0035	10.4965	10.9423	11.3022
ENSG00000116922	8.4374	8.4848	9.3421	8.5448	8.4379	8.3963	8.1508	8.8399
ENSG00000134690	10.7379	9.9675	11.1399	11.0367	7.3273	7.0594	9.622	10.2161
ENSG00000214141	3.8604	3.7804	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187
ENSG00000185090	4.5439	6.1452	5.6729	4.7852	4.1036	3.9232	3.8457	4.3122
ENSG00000196449	7.7066	8.0908	8.6819	8.1595	7.2897	7.0324	7.4326	7.6214
ENSG00000197982	8.6563	9.7979	8.2853	8.5302	6.8211	6.0495	6.4365	6.6138
ENSG00000188786	8.903	8.5306	9.2017	8.6473	9.9651	9.9142	9.6502	10.2767
ENSG00000235673	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.697	3.0187
ENSG00000204084	8.7401	8.227	8.9994	9.0285	9.7053	10.0581	9.491	9.0022
ENSG00000252448	3.444	3.0187	3.7954	3.0187	3.8469	3.0187	3.5005	3.5614
ENSG00000222282	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.5005	3.0187
ENSG00000183431	11.7132	11.647	12.057	11.8249	11.9296	11.3914	11.8327	12.4967
ENSG00000212541	4.4393	4.1654	4.522	4.3578	5.49	5.3247	4.4854	5.0344
ENSG00000183386	9.5653	9.8276	9.3259	9.4711	7.9253	6.7066	8.1037	8.5538
ENSG00000183520	10.3851	10.4122	10.4634	10.2844	10.6525	10.1298	10.205	10.6915
ENSG00000185668	3.0187	3.0187	3.0187	3.0187	3.0187	3.4764	3.0187	3.0187
ENSG00000215895	8.0147	8.5456	6.0388	5.3053	5.9168	5.9938	5.425	6.1495
ENSG00000116954	9.8578	10.7071	10.0208	9.6137	9.7759	9.8162	9.2245	9.4142
ENSG00000228436	5.4529	6.4707	6.0914	6.3733	4.8602	4.7514	5.7359	4.4973
ENSG00000214114	8.1686	7.8849	8.1204	8.0135	7.7102	7.6333	7.8815	8.5085
ENSG00000274944	3.0187	3.0187	4.1046	3.5816	3.6083	3.9232	3.0187	3.0187
ENSG00000131233	3.618	3.4618	3.0187	3.0187	3.7383	4.026	4.0772	4.2057
ENSG00000158315	5.4529	6.2816	5.9841	6.0544	5.2404	5.125	6.1856	5.6002
ENSG00000199963	3.0187	3.0187	3.0187	3.0187	3.0187	3.4764	3.0187	3.0187
ENSG00000235549	3.444	3.0187	3.0187	3.0187	3.0187	3.0187	3.5005	3.0187
ENSG00000174574	10.6916	10.5484	10.3214	10.015	11.1726	11.0096	10.4858	11.0405
ENSG00000168653	12.0918	12.5012	11.7774	12.1257	11.5368	10.6784	11.4684	11.8907
ENSG00000127603	14.1124	13.4908	14.0798	13.8685	15.3619	15.8226	15.5255	15.5332
ENSG00000206654	3.0187	3.0187	3.0187	3.0187	3.437	3.4764	3.697	3.0187
ENSG00000222378	3.0187	3.0187	3.0187	3.0187	3.0187	3.4764	4.4156	3.0187
ENSG00000270040	3.0187	3.0187	3.0187	3.0187	3.437	3.0187	3.697	3.0187
ENSG00000226438	3.0187	3.4618	3.0187	3.0187	3.7383	3.0187	4.0772	3.7818
ENSG00000217897	3.7502	3.4618	3.0187	3.8099	3.9416	3.6634	4.0772	3.5614
ENSG00000183682	3.8604	3.9948	3.7954	3.9819	3.0187	3.4764	3.697	3.0187
ENSG00000237624	7.0058	6.4192	6.6406	6.756	4.1749	4.702	5.1817	4.4973
ENSG00000182109	4.8104	4.7477	4.6828	4.6328	4.1036	3.9232	4.833	4.2057
ENSG00000243970	3.618	3.643	4.522	4.1245	4.1036	4.5963	4.2607	3.9481
ENSG00000090621	12.5032	12.4067	12.7159	12.6841	11.9679	11.957	12.1009	12.4648
ENSG00000228060	3.618	3.4618	3.0187	3.5816	4.8226	4.7989	4.2607	4.4973
ENSG00000201457	4.0427	3.4618	4.1046	4.1245	4.362	4.2015	4.6131	5.1881
ENSG00000163909	3.7502	3.0187	3.7954	4.3578	4.5207	3.8051	3.5005	3.5614
ENSG00000084072	9.9331	10.375	10.0893	10.1872	9.9916	10.0581	10.0841	9.8367
ENSG00000225333	3.444	3.4618	3.0187	3.0187	3.6083	3.0187	3.0187	3.0187
ENSG00000116985	4.0427	3.9948	4.1046	4.7852	4.9664	4.8888	4.4156	4.2057
ENSG00000198754	6.7623	5.5844	6.709	6.3287	3.6083	4.5397	4.9752	4.086
ENSG00000043514	8.9072	8.6899	9.0978	9.0388	9.2697	8.5875	8.8553	8.9319
ENSG00000202222	3.0187	3.0187	3.0187	3.0187	3.437	3.4764	3.9695	3.0187
ENSG00000116990	5.8848	3.7804	4.522	4.7852	5.6808	3.8051	4.6131	5.5273
ENSG00000236546	3.444	3.4618	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187
ENSG00000168389	6.1711	5.8245	7.2339	6.4377	5.0954	3.0187	7.4402	6.4689
ENSG00000228477	6.4684	6.3657	5.741	6.3287	4.6597	4.2015	4.7281	5.1881
ENSG00000131236	13.6765	13.9967	14.058	13.6629	13.3975	13.6872	13.6088	14.3221
ENSG00000131238	12.2069	12.7507	12.4841	12.4004	12.671	12.3681	12.4731	12.6629
ENSG00000226745	3.0187	3.4618	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187
ENSG00000117000	8.9678	8.3785	8.8792	8.8209	10.3512	10.4257	9.3886	9.5183
ENSG00000207508	3.0187	3.0187	3.0187	3.0187	3.0187	3.4764	3.697	3.0187
ENSG00000188800	3.0187	3.0187	3.0187	3.5816	3.6083	3.4764	3.0187	3.0187
ENSG00000259943	6.3967	6.0966	6.1911	6.7726	5.8307	6.6836	5.9894	5.7671
ENSG00000084073	10.5588	10.4947	10.7216	10.1623	11.7058	11.3794	10.7075	11.4903
ENSG00000231296	3.0187	3.0187	3.0187	3.0187	4.3034	4.48	4.1733	3.9481
ENSG00000049089	4.5927	4.4365	3.7954	4.5484	3.8469	3.9232	4.4156	3.5614
ENSG00000227311	5.2718	5.5603	4.6828	4.9206	3.8469	3.9232	3.0187	4.086
ENSG00000084070	8.8125	8.8978	9.2017	8.7346	8.8585	8.7285	9.2549	9.6984
ENSG00000187801	6.3081	6.2671	6.709	5.7815	7.3819	7.0324	7.0696	7.5516
ENSG00000260920	6.0511	6.2524	6.4132	5.5243	7.2834	6.2989	6.5112	6.9359
ENSG00000279667	3.444	3.7804	3.7954	3.5816	3.437	3.4764	3.5005	4.4087
ENSG00000187815	7.0684	7.2571	7.1133	7.0843	7.837	6.8989	7.0498	7.381
ENSG00000238287	4.9243	5.6313	4.9509	4.4572	5.7005	4.5963	5.2559	5.1881
ENSG00000164002	7.143	7.4416	7.7033	7.3176	7.4459	7.7205	7.8759	7.7824
ENSG00000227278	3.0187	3.4618	3.0187	3.5816	3.0187	3.4764	3.0187	3.0187
ENSG00000238186	3.618	4.6026	4.522	3.9819	4.6152	4.7989	4.833	4.8596
ENSG00000117010	6.9734	6.6487	6.709	6.5775	7.6021	7.1292	6.4966	6.7452
ENSG00000117016	5.4285	4.8355	5.0661	4.7114	4.362	4.2015	4.672	4.4973
ENSG00000237899	3.7502	3.0187	3.0187	3.0187	3.0187	3.4764	3.5005	3.0187
ENSG00000272145	4.8875	4.1654	5.3604	4.9206	4.2412	5.9159	4.833	3.9481
ENSG00000066136	9.549	9.4697	9.4894	9.7602	9.1423	9.0305	8.9726	8.9658
ENSG00000198974	3.0187	3.4618	3.0187	3.0187	3.0187	3.4764	3.5005	3.0187
ENSG00000207962	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.697	3.0187
ENSG00000117013	3.7502	3.4618	3.7954	3.9819	3.437	3.0187	3.697	3.0187
ENSG00000179862	7.2615	8.135	5.6729	6.756	4.0264	3.8051	4.5511	4.086
ENSG00000171793	10.8358	10.798	11.4352	10.8303	10.4565	9.9313	11.0897	11.6582
ENSG00000281207	5.4529	4.8772	5.9272	5.441	5.371	5.2935	6.1295	5.7353
ENSG00000171790	4.5439	4.3751	4.9509	5.0427	4.4175	4.35	5.2915	5.0344
ENSG00000010803	9.9024	9.7689	10.0797	10.1191	10.0544	10.0714	10.3165	10.4447
ENSG00000215893	3.0187	3.4618	3.0187	3.0187	3.0187	3.0187	4.1733	4.2057
ENSG00000235358	3.444	3.0187	4.3343	3.9819	3.7383	3.0187	3.697	4.086
ENSG00000204060	4.5927	4.4365	4.3343	4.5484	3.6083	3.4764	3.8457	3.7818
ENSG00000229901	3.618	3.7804	3.0187	3.0187	3.0187	3.4764	3.5005	3.0187
ENSG00000127129	3.444	4.7924	3.0187	3.5816	3.0187	3.0187	3.0187	3.0187
ENSG00000127124	7.4375	7.342	7.4877	7.0843	6.9871	7.2198	7.5639	7.9341
ENSG00000230881	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.697	3.0187
ENSG00000230638	3.0187	3.0187	3.0187	3.0187	3.0187	3.6634	3.697	3.0187
ENSG00000227538	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.5614
ENSG00000198815	10.3081	9.7979	10.2801	10.015	11.5723	12.064	10.6586	10.9409
ENSG00000227527	3.444	3.7804	3.7954	3.5816	3.0187	4.7514	3.5005	3.0187
ENSG00000177181	3.618	3.7804	3.0187	3.0187	3.6083	4.2015	3.5005	3.5614
ENSG00000066185	4.3236	4.6026	4.1046	4.1245	4.9664	5.7457	3.9695	4.4087
ENSG00000127125	9.839	10.1884	9.2424	9.4114	10.0214	10.1361	9.312	9.1657
ENSG00000186409	4.7699	4.7924	4.1046	4.6328	6.7303	6.2989	5.8799	4.6558
ENSG00000230116	3.0187	3.0187	3.0187	3.0187	3.7383	3.0187	3.0187	3.0187
ENSG00000236876	8.1179	8.3274	6.6406	7.4161	7.5606	7.0594	6.2743	6.6645
ENSG00000236180	3.444	3.4618	3.7954	3.5816	3.437	3.4764	3.5005	3.0187
ENSG00000171960	9.7703	9.8153	9.9276	9.8741	9.2124	8.6859	9.5641	9.7537
ENSG00000234917	4.1211	3.643	4.3343	4.3578	3.7383	4.2015	3.5005	3.0187
ENSG00000065978	15.239	14.8355	14.4426	14.6558	14.1004	13.3437	14.1472	14.6706
ENSG00000117385	11.1388	11.9258	11.3177	11.4438	10.8278	10.2758	10.7532	11.1963
ENSG00000164008	4.8875	4.8355	4.6828	5.2065	4.9999	5.051	4.8822	4.4973
ENSG00000228452	4.9601	4.8772	4.6828	5.2065	5.5348	5.6997	5.1817	5.0344
ENSG00000274386	3.9566	3.895	3.7954	4.248	4.8966	4.5963	4.6131	4.4087
ENSG00000177868	7.7453	8.3751	7.5069	7.9047	8.8543	8.4685	7.7712	8.0397
ENSG00000164010	7.1999	7.7773	7.408	7.9853	7.9089	9.543	8.7306	8.2022
ENSG00000228192	4.1211	3.9948	5.2694	4.9831	4.5689	5.125	5.0193	5.6002
ENSG00000164011	7.2945	7.5286	7.6349	7.8033	7.9006	7.4885	7.6712	7.4401
ENSG00000233708	3.0187	3.0187	3.0187	3.0187	3.0187	3.0187	3.5005	3.0187
ENSG00000237090	3.0187	3.0187	3.0187	3.5816	3.0187	3.0187	3.0187	3.5614
ENSG00000225099	4.3831	4.3099	4.1046	3.9819	3.437	3.6634	3.5005	3.5614
ENSG00000117394	9.7796	10.6619	10.3187	9.7951	8.513	6.329	8.5942	8.7764
ENSG00000284138	3.0187	3.0187	3.0187	3.0187	3.6083	3.0187	3.0187	3.0187
ENSG00000227533	3.8604	3.9948	4.522	3.8099	3.8469	5.0124	4.4156	3.7818
