gene_id	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8
ENSG00000223972	9.2241	13.8735	7.2193	1.2497	3.4312	9.0512	15.5102	11.6053
ENSG00000227232	771.2798	772.2905	437.9683	663.6056	137.2466	93.8031	291.0451	199.6107
ENSG00000278267	16.3196	25.4347	2.4064	14.9967	4.1174	0.8228	3.6495	1.1605
ENSG00000243485	0	2.3122	0	1.2497	1.3725	1.6457	0	2.3211
ENSG00000237613	0	0	0	0	0	0	1.8247	0
ENSG00000238009	20.5769	6.166	9.6257	13.747	39.1153	31.2677	25.5463	15.0869
ENSG00000233750	17.0292	3.083	12.0321	24.9946	11.666	10.6968	17.335	5.8026
ENSG00000268903	22.7056	33.1422	40.9091	49.9891	0	0	1.8247	1.1605
ENSG00000269981	13.4814	12.332	38.5027	33.7427	0	0	0	2.3211
ENSG00000239906	2.8382	2.3122	19.2514	2.4995	0	0.8228	0.9124	0
ENSG00000241860	26.2533	8.4782	141.9787	42.4908	69.9958	152.2244	113.1335	69.6316
ENSG00000241599	0	0	0	0	0	1.6457	0	0
ENSG00000279928	4.2573	6.9367	0	0	0.6862	4.1142	2.7371	5.8026
ENSG00000279457	1004.7214	1277.9019	599.1984	878.5589	137.9329	92.1575	229.9165	191.487
ENSG00000273874	11.3528	7.7075	4.8128	11.2476	4.1174	0.8228	6.3866	2.3211
ENSG00000228463	63.1499	48.5572	14.4385	21.2454	47.3501	65.0039	172.4374	71.9527
ENSG00000236679	21.2865	10.7905	24.0642	8.7481	30.1943	12.3425	7.2989	12.7658
ENSG00000236743	2.1286	3.8537	2.4064	2.4995	1.3725	9.0512	6.3866	5.8026
ENSG00000236601	0	0.7707	0	0	2.0587	1.6457	0.9124	0
ENSG00000237094	145.4575	71.6797	197.3264	186.2095	107.0524	111.0826	209.8444	121.8554
ENSG00000278566	0	0.7707	0	0	2.7449	0	1.8247	0
ENSG00000233653	6.3859	3.083	7.2193	12.4973	4.1174	0.8228	8.2113	3.4816
ENSG00000250575	72.374	72.4504	115.5081	157.4657	2.0587	0	6.3866	4.6421
ENSG00000278757	0	0	0	0	0	0	0.9124	0
ENSG00000230021	7.0955	7.7075	4.8128	17.4962	18.5283	25.5079	21.8968	15.0869
ENSG00000225972	4423.3285	22861.9581	6049.7382	6902.2485	1732.0525	1690.9247	1357.6021	1335.7671
ENSG00000225630	23703.9036	21682.7121	16380.4963	24669.6333	33147.807	13618.7324	15150.7661	31052.2339
ENSG00000237973	80381.9686	102930.4518	46455.925	31694.3552	37243.9328	32744.6956	41809.217	35530.7094
ENSG00000229344	5262.0154	3551.6116	738.7707	776.0812	499.5777	478.8896	437.9362	777.5534
ENSG00000240409	34.7679	49.3279	14.4385	9.9978	26.0769	27.1535	8.2113	18.5684
ENSG00000248527	37777.0986	65749.5179	23804.2999	26794.1712	55844.9691	17628.4045	14953.6949	38219.6516
ENSG00000198744	4907.9505	5034.5328	442.7812	438.6546	845.4393	252.6102	436.1114	2490.492
ENSG00000273547	0	0.7707	0	0	2.7449	0	1.8247	0
ENSG00000283574	0	0	0	0	0.6862	0	0	0
ENSG00000229376	4.2573	2.3122	7.2193	6.2486	4.1174	0	3.6495	2.3211
ENSG00000228327	385.9947	210.4145	671.391	544.8815	249.1026	469.8385	407.828	288.9713
ENSG00000223181	0	0	0	0	2.0587	0.8228	0.9124	0
ENSG00000229905	0	0	0	0	2.0587	0	0	0
ENSG00000237491	28.382	44.7034	38.5027	26.2443	57.6436	121.7795	72.077	35.9764
ENSG00000230092	6.3859	6.9367	0	3.7492	22.6457	41.9646	40.1441	23.2105
ENSG00000177757	1.4191	0.7707	9.6257	6.2486	6.1761	10.6968	13.6855	3.4816
ENSG00000228794	195.126	251.2642	231.0163	186.2095	295.7665	913.3462	277.3596	236.7476
ENSG00000225880	25.5438	15.415	45.722	29.9935	10.2935	11.5197	13.6855	11.6053
ENSG00000230368	13.4814	22.3517	2.4064	1.2497	4.8036	6.5827	6.3866	6.9632
ENSG00000234711	0.7095	1.5415	0	0	0	0	0	0
ENSG00000223764	0	1.5415	2.4064	1.2497	0	0.8228	0	0
ENSG00000187634	0.7095	0.7707	0	1.2497	0	0	0.9124	0
ENSG00000188976	2491.9361	2450.2112	3294.388	2751.9013	358.2137	243.559	655.9919	1109.4643
ENSG00000187961	300.8488	202.707	170.8558	261.1932	6.1761	0.8228	16.4226	19.729
ENSG00000187583	43.2825	26.9762	36.0963	49.9891	2.0587	0	1.8247	6.9632
ENSG00000187642	11.3528	7.7075	2.4064	16.2465	0.6862	0	0	0
ENSG00000272512	8.5146	3.8537	0	13.747	0	1.6457	1.8247	0
ENSG00000188290	92.2414	206.5607	16.8449	34.9924	2.0587	1.6457	0.9124	1.1605
ENSG00000187608	178.8063	299.0506	317.6474	432.4059	1.3725	1.6457	20.0721	23.2105
ENSG00000231702	0	0	0	0	0	0.8228	0	0
ENSG00000224969	1.4191	3.083	0	0	4.1174	0	0	1.1605
ENSG00000188157	3902.5195	6206.8421	2091.1784	3140.5668	205.87	230.3936	330.2768	591.869
ENSG00000217801	26.9629	60.8892	4.8128	21.2454	1.3725	7.4055	1.8247	0
ENSG00000273443	0.7095	0.7707	0	2.4995	0	0	0	0
ENSG00000131591	243.3753	284.4064	180.4814	266.1921	8.921	14.811	29.1957	26.6921
ENSG00000162571	0	0	0	0	0	0	0.9124	0
ENSG00000186827	8.5146	13.8735	2.4064	4.9989	0.6862	0	0	3.4816
ENSG00000078808	5846.6838	10532.2857	4439.8436	5596.2826	356.155	278.118	941.5627	974.8431
ENSG00000176022	598.8594	1080.5902	469.2518	476.1464	290.2766	205.7086	165.1384	270.4029
ENSG00000184163	4.9668	6.9367	0	11.2476	0	0	0	0
ENSG00000260179	3.5477	1.5415	0	4.9989	0	0	0.9124	0
ENSG00000160087	1481.5383	1933.8094	1092.5144	1177.2439	373.3108	357.933	568.4046	712.5639
ENSG00000230415	7.805	7.7075	4.8128	7.4984	0.6862	4.1142	2.7371	1.1605
ENSG00000162572	53.9257	73.2212	38.5027	46.2399	1.3725	5.7598	9.1237	4.6421
ENSG00000131584	476.1074	616.5992	409.0913	386.166	19.2145	19.748	83.0254	62.6685
ENSG00000169972	258.2758	332.9636	197.3264	214.9532	2.7449	4.1142	10.9484	15.0869
ENSG00000127054	2300.3579	2232.0892	2322.1946	2693.1641	378.1145	334.0708	749.0533	631.327
ENSG00000240731	36.8965	23.1225	38.5027	43.7405	19.2145	37.0275	44.706	17.4079
ENSG00000224051	715.2254	824.7015	375.4014	614.8662	77.5443	74.0551	69.3399	135.7817
ENSG00000169962	2.1286	3.8537	2.4064	7.4984	0	0	1.8247	0
ENSG00000107404	1175.7227	1116.8154	678.6102	857.3135	30.8805	13.1654	74.8141	75.4343
ENSG00000162576	373.2228	20.8102	14.4385	69.9848	22.6457	1.6457	45.6183	60.3474
ENSG00000175756	1729.1709	2457.148	1176.739	1629.6455	41.8602	17.2795	100.3604	114.8922
ENSG00000223663	1.4191	0	0	0	0	0.8228	0.9124	0
ENSG00000221978	2820.4573	2993.5893	2560.4302	2741.9035	2165.0656	2046.3892	2139.5006	1302.1118
ENSG00000224870	289.496	320.6316	283.9575	351.1736	65.8784	49.3701	104.0098	90.5211
ENSG00000242485	1520.5635	2297.6029	1641.178	1618.3979	498.8915	325.8424	593.0385	716.0455
ENSG00000272455	23.4151	63.2014	79.4118	48.7394	24.0182	32.0905	45.6183	22.05
ENSG00000235098	4.2573	20.0395	0	18.7459	2.0587	0	1.8247	0
ENSG00000225905	0.7095	0	0	0	0	0	0	0
ENSG00000205116	0	0.7707	2.4064	0	0	0	0	0
ENSG00000225285	3.5477	16.9565	2.4064	3.7492	0	0	0	0
ENSG00000179403	296.5915	3378.1931	113.1017	283.6883	24.7044	14.811	16.4226	6.9632
ENSG00000215915	54.6353	55.4939	43.3155	57.4875	2.7449	5.7598	2.7371	1.1605
ENSG00000160072	1125.3447	1253.2379	1532.8891	993.5339	65.8784	60.0669	211.6691	200.7713
ENSG00000197785	1651.8301	1401.9925	1530.4827	1542.1645	39.1153	21.3937	119.5201	200.7713
ENSG00000205090	70.2454	50.8694	36.0963	51.2389	1.3725	0	5.4742	2.3211
ENSG00000160075	2441.5581	3661.058	2298.1305	2496.9568	1500.1057	928.9801	1092.1033	1498.241
ENSG00000215014	11.3528	9.249	9.6257	8.7481	8.921	4.937	4.5618	8.1237
ENSG00000228594	34.0584	25.4347	24.0642	24.9946	0	0	0	1.1605
ENSG00000272106	41.1538	57.0354	33.6899	42.4908	20.587	40.3189	19.1597	12.7658
ENSG00000197530	457.6591	635.868	175.6686	348.6741	11.666	19.748	41.9689	17.4079
ENSG00000189409	3.5477	15.415	0	1.2497	0	0.8228	0	1.1605
ENSG00000248333	2536.6377	2271.3974	1496.7928	1999.565	1764.3055	1724.6609	1600.2917	2090.11
ENSG00000272004	0.7095	0	0	0	0	0	0	0
ENSG00000189339	1563.1365	1445.9252	1571.3918	1278.4719	1805.4795	2628.1331	1693.3531	969.0404
ENSG00000269737	43.2825	12.332	48.1284	31.2432	35.6841	59.2441	59.3039	16.2474
ENSG00000215914	3.5477	14.6442	0	2.4995	0	0.8228	0	1.1605
ENSG00000008128	58.183	80.1579	132.3531	89.9804	39.8015	37.8504	42.8812	29.0132
ENSG00000268575	62.4403	11.5612	38.5027	42.4908	37.7428	55.1299	38.3194	24.3711
ENSG00000227775	234.1512	77.8457	93.8504	322.4299	52.1537	118.4882	93.9738	131.1396
ENSG00000215790	183.7732	72.4504	180.4814	187.4592	89.8965	126.7165	158.7519	94.0027
ENSG00000008130	2163.4149	2293.7492	2081.5527	2209.5193	336.2543	325.8424	695.2236	611.598
ENSG00000078369	14032.0411	13118.1487	14024.6118	12864.7014	8444.0992	9682.2926	9325.3029	12020.7437
ENSG00000231050	4.2573	7.7075	0	9.9978	0	0	0	0
ENSG00000169885	4.9668	7.7075	2.4064	2.4995	0.6862	0	0	2.3211
ENSG00000178821	11.3528	10.0197	4.8128	8.7481	0.6862	0	0.9124	2.3211
ENSG00000233542	1.4191	0.7707	0	1.2497	0	0.8228	0	0
ENSG00000187730	0	0	0	0	0	0.8228	0	0
ENSG00000067606	2.8382	2.3122	0	6.2486	15.0971	307.7401	47.4431	1.1605
ENSG00000271806	0	1.5415	0	0	0	4.1142	0	0
ENSG00000182873	2.8382	3.083	0	8.7481	1.3725	16.4567	2.7371	1.1605
ENSG00000162585	979.1776	995.037	329.6794	489.8934	29.508	41.9646	62.041	74.2738
ENSG00000157933	2523.8658	2037.0897	1583.4239	1952.0753	1367.6627	2028.2868	1027.3252	1448.3383
ENSG00000116151	95.7891	77.8457	57.7541	64.9859	27.4493	36.2047	34.6699	33.6553
ENSG00000269896	11.3528	8.4782	9.6257	9.9978	3.4312	6.5827	12.7731	1.1605
ENSG00000272420	0.7095	3.083	0	0	0.6862	0	0	1.1605
ENSG00000157916	2489.8075	3612.5008	2408.8257	2380.7321	1533.0449	1313.2437	1710.6881	2080.8258
ENSG00000157911	451.9827	525.6508	375.4014	431.1562	160.5786	152.2244	201.6331	226.3029
ENSG00000149527	2.1286	6.9367	4.8128	2.4995	0.6862	0	0	2.3211
ENSG00000224387	0	0.7707	0	0	0	0	0	0
ENSG00000157881	537.8381	558.0223	543.8508	568.6263	153.03	122.6023	223.5299	270.4029
ENSG00000272449	12.0623	20.8102	4.8128	18.7459	0	1.6457	0.9124	0
ENSG00000238164	35.4775	50.8694	64.9733	59.987	1.3725	6.5827	5.4742	11.6053
ENSG00000157873	925.9615	1772.7228	945.7228	1372.2015	63.1335	202.4173	277.3596	91.6817
ENSG00000225931	0.7095	4.6245	0	1.2497	0.6862	0	1.8247	0
ENSG00000228037	2.1286	2.3122	0	1.2497	0	2.4685	0.9124	0
ENSG00000157870	1650.411	1540.7273	1171.9262	1669.6368	232.633	478.8896	374.0705	358.603
ENSG00000142606	26.9629	7.7075	9.6257	23.7448	0.6862	6.5827	3.6495	3.4816
ENSG00000215912	2.1286	3.083	0	1.2497	2.0587	4.937	10.036	2.3211
ENSG00000142611	0	0	0	1.2497	0	0	0	0
ENSG00000279839	0	0	0	1.2497	0	0	0	0
ENSG00000272235	0.7095	0	2.4064	0	0	0	0	0
ENSG00000130762	21.996	2.3122	7.2193	8.7481	0	3.2913	0.9124	2.3211
ENSG00000272088	0	0.7707	2.4064	0	2.0587	23.8622	0	0
ENSG00000162591	1526.2399	1564.6206	709.8937	1389.6977	47.3501	291.2834	71.1646	91.6817
ENSG00000238260	4.2573	7.7075	12.0321	22.4951	0.6862	1.6457	0.9124	1.1605
ENSG00000158109	1972.5462	3764.3383	2211.4994	2383.2315	1832.9288	1537.8775	1433.3285	1565.5516
ENSG00000116213	582.5397	629.702	565.5085	504.8902	94.0139	65.0039	166.0508	128.8186
ENSG00000078900	1.4191	10.0197	7.2193	2.4995	0	0.8228	0.9124	1.1605
ENSG00000227589	0.7095	5.3952	0	3.7492	0	0	0.9124	2.3211
ENSG00000227372	355.4841	460.9079	310.4281	541.1323	644.3729	657.4447	518.2244	613.919
ENSG00000162592	0	0	0	1.2497	0.6862	0	0	0
ENSG00000235169	4.9668	2.3122	2.4064	1.2497	0	0	0	0
ENSG00000130764	1174.3036	1398.9095	1013.1025	1092.2624	379.4869	366.1613	373.1581	429.3952
ENSG00000266075	0	0	0	1.2497	0.6862	0.8228	0	1.1605
ENSG00000272153	14.191	12.332	21.6578	11.2476	7.5486	1.6457	9.1237	4.6421
ENSG00000116198	995.4973	793.8715	866.311	889.8064	1219.4363	1359.3225	1088.4538	1406.5593
ENSG00000169598	241.2467	207.3315	276.7382	288.6872	114.6009	137.4133	151.4529	186.8449
ENSG00000198912	516.5517	543.3781	611.2305	573.6252	344.4891	276.4724	364.9468	399.2215
ENSG00000236423	3.5477	6.166	4.8128	8.7481	0	0	3.6495	2.3211
ENSG00000229280	0.7095	0	0	0	0	0	0	0
ENSG00000196581	0	0	0	3.7492	1.3725	0	5.4742	0
ENSG00000131697	262.5331	184.209	262.2997	286.1877	76.8581	32.0905	115.8706	139.2633
ENSG00000069424	180.2254	117.1539	55.3476	206.2051	90.5828	41.1417	69.3399	23.2105
ENSG00000116254	6.3859	0.7707	4.8128	3.7492	2.0587	0	4.5618	1.1605
ENSG00000116251	14447.8369	18858.6876	12270.3321	13879.4806	26170.1882	24172.4066	18664.2914	17378.8991
ENSG00000226944	2.1286	3.083	4.8128	1.2497	0.6862	0.8228	0	1.1605
ENSG00000158286	105.0133	74.7627	72.1926	132.4712	39.1153	69.9409	135.9427	146.2265
ENSG00000116237	3280.9546	3486.0979	3354.5485	3036.8394	1559.808	2054.6175	1553.761	3031.2978
ENSG00000225077	4.2573	0.7707	9.6257	6.2486	0	0	0.9124	1.1605
ENSG00000158292	88.6936	280.5527	96.2568	98.7285	37.0566	44.4331	50.1802	27.8527
ENSG00000097021	1990.9945	3105.3479	1903.4777	2163.2794	74.7994	35.3819	267.3235	286.6503
ENSG00000069812	175.2586	1154.5821	700.268	441.154	17.1558	103.6771	201.6331	297.095
ENSG00000187017	14.9005	83.2409	19.2514	16.2465	0.6862	1.6457	3.6495	0
ENSG00000231868	0	0	0	1.2497	0	0	0	0
ENSG00000215788	312.9111	216.5805	238.2355	326.179	67.2509	103.6771	162.4013	53.3843
ENSG00000171680	1299.8938	938.7723	830.2147	1329.7107	192.1453	222.1653	426.9877	317.9845
ENSG00000162408	718.7731	638.1802	1265.7766	836.0681	912.0039	1166.7792	1018.2016	1345.0514
ENSG00000253022	0	0	0	0	0.6862	1.6457	0	0
ENSG00000229519	1.4191	0.7707	2.4064	0	6.8623	29.622	17.335	16.2474
ENSG00000173662	1.4191	5.3952	0	1.2497	0	0	0	1.1605
ENSG00000204859	273.1764	248.9519	216.5777	333.6774	52.84	43.6102	122.2572	73.1132
ENSG00000162413	869.1975	1264.7992	1268.183	1076.0159	252.5338	265.7755	417.8641	324.9477
ENSG00000116273	665.557	561.8761	632.8883	767.3331	390.4667	447.6219	394.1425	348.1582
ENSG00000041988	289.496	349.9201	255.0804	337.4266	23.3319	25.5079	71.1646	47.5816
ENSG00000007923	1072.1285	910.2546	1602.6753	1228.4828	1154.2442	962.7163	1381.3236	2249.1023
ENSG00000228750	0	0	0	0	0	0	0.9124	0
ENSG00000237436	6.3859	2.3122	0	3.7492	0.6862	1.6457	0.9124	1.1605
ENSG00000171735	801.7904	938.7723	433.1555	624.8641	979.941	641.8108	431.5496	485.1005
ENSG00000227950	0	0.7707	0	0	0	0	0.9124	0
ENSG00000237365	0	0	0	0	0	1.6457	0	0
ENSG00000237402	1.4191	0	0	0	0	0	0	0
ENSG00000237728	0.7095	0	0	0	0	0	0	0
ENSG00000225126	1.4191	0.7707	2.4064	1.2497	0	0	0	2.3211
ENSG00000270171	0	0	0	0	0	0	0.9124	0
ENSG00000270035	0.7095	1.5415	0	0	0	0	0	0
ENSG00000269978	2.8382	5.3952	0	1.2497	0	0	0.9124	1.1605
ENSG00000049245	4921.4319	5821.4675	4829.6836	3965.3874	7822.3719	9197.6431	5620.1806	5731.8452
ENSG00000269925	21.996	14.6442	12.0321	14.9967	19.9008	37.8504	22.8092	5.8026
ENSG00000049246	96.4987	82.4701	74.599	93.7296	396.6428	789.921	217.1433	96.3238
ENSG00000236266	0	0.7707	2.4064	0	4.1174	5.7598	0.9124	0
ENSG00000049247	26.9629	0	0	41.241	0	0.8228	0	0
ENSG00000049249	4.9668	1.5415	4.8128	0	6.8623	0.8228	23.7215	175.2396
ENSG00000116288	4278.5805	5271.1527	4062.0358	4878.9386	2281.0391	2559.015	3430.4999	3241.3533
ENSG00000200344	1.4191	1.5415	0	0	0	1.6457	1.8247	1.1605
ENSG00000116285	1383.6206	1935.3508	1812.0337	929.7977	2374.3668	8559.9464	1304.6848	2008.8731
ENSG00000238290	3.5477	1.5415	7.2193	2.4995	3.4312	4.1142	4.5618	1.1605
ENSG00000232848	9.2241	13.8735	2.4064	1.2497	0	0	0	0
ENSG00000229305	0	0	0	0	0	0	0.9124	0
ENSG00000227634	0.7095	0	0	0	0	0	0.9124	0
ENSG00000162426	46.8302	104.0511	33.6899	59.987	5.4899	3.2913	7.2989	9.2842
ENSG00000252254	0	0.7707	0	0	0	0	0	1.1605
ENSG00000142599	3200.7756	1754.9956	2146.526	2966.8546	2709.9348	3025.5621	2164.1345	2162.0627
ENSG00000232912	4.9668	3.8537	0	3.7492	2.7449	6.5827	8.2113	3.4816
ENSG00000221083	0	0	0	0	0	0.8228	0.9124	1.1605
ENSG00000270282	0.7095	0	0	0	0	0	0	0
ENSG00000234619	2.8382	5.3952	0	1.2497	0	1.6457	5.4742	0
ENSG00000224315	0	0	2.4064	2.4995	0.6862	0.8228	7.2989	3.4816
ENSG00000222511	0	0	0	0	0	2.4685	4.5618	1.1605
ENSG00000226545	0	0	0	0	0	1.6457	6.3866	0
ENSG00000228423	0	0	0	0	0.6862	4.937	7.2989	0
ENSG00000074800	50265.1611	42425.8811	65630.2741	61336.6567	10310.6534	8415.1276	24598.3263	37391.035
ENSG00000274258	0	1.5415	0	0	0	0.8228	1.8247	1.1605
ENSG00000236269	0.7095	8.4782	4.8128	4.9989	4.8036	8.2283	10.036	13.9263
ENSG00000230679	2.8382	1.5415	2.4064	2.4995	6.1761	0.8228	0.9124	3.4816
ENSG00000201725	0	0	0	0	0	0.8228	0	0
ENSG00000238249	2.1286	2.3122	7.2193	0	1.3725	0.8228	3.6495	3.4816
ENSG00000232208	0	3.8537	0	0	0	0	0	0
ENSG00000197241	0	0	0	1.2497	0	0	0	0
ENSG00000142583	0	0	0	2.4995	0.6862	0.8228	0	0
ENSG00000180758	122.752	126.4028	194.92	154.9663	81.6617	79.8149	144.154	143.9054
ENSG00000228526	412.248	381.5208	517.3802	566.1268	363.0173	453.3818	584.8272	306.3793
ENSG00000234546	77.3408	83.2409	55.3476	99.9783	59.0161	49.3701	77.5512	59.1869
ENSG00000281937	2.8382	3.8537	2.4064	2.4995	2.0587	5.7598	7.2989	1.1605
ENSG00000049239	2166.9627	2138.8286	2076.7399	3153.0641	2225.4542	2775.4205	1356.6897	1907.9072
ENSG00000171621	886.9363	2435.567	423.5298	537.3831	585.3569	268.244	157.8395	630.1664
ENSG00000171612	245.504	296.7384	348.9308	261.1932	195.5765	272.3582	186.1229	208.8949
ENSG00000231181	2.1286	10.7905	12.0321	16.2465	6.8623	16.4567	10.036	6.9632
ENSG00000188807	412.248	405.414	490.9095	534.8836	39.1153	27.9764	87.5872	102.1264
ENSG00000171608	254.7281	292.1139	202.1392	384.9163	133.8155	119.311	240.8649	156.6712
ENSG00000231789	8.5146	8.4782	2.4064	11.2476	0.6862	21.3937	5.4742	2.3211
ENSG00000171603	6788.2553	9805.4693	6290.3801	6812.268	3866.2377	3117.7196	4579.1699	5546.1608
ENSG00000271264	0	0	0	0	0	0	1.8247	0
ENSG00000280113	0	0	0	0	0	0	0.9124	0
ENSG00000178585	606.6644	696.7571	471.6582	901.054	354.0963	264.9527	422.4259	215.8581
ENSG00000162441	596.0212	500.2161	762.8349	648.6089	1187.1834	1228.4918	873.1352	1097.859
ENSG00000228150	6.3859	6.166	9.6257	12.4973	2.0587	0.8228	10.9484	1.1605
ENSG00000173614	248.3422	269.7622	276.7382	277.4396	499.5777	748.7793	393.2302	301.7371
ENSG00000202415	3.5477	1.5415	2.4064	1.2497	0.6862	3.2913	4.5618	1.1605
ENSG00000283611	0.7095	0	2.4064	1.2497	0.6862	4.937	6.3866	1.1605
ENSG00000265521	0	0	0	0	0.6862	2.4685	0.9124	0
ENSG00000162444	0	17.7272	0	1.2497	4.1174	23.8622	0.9124	0
ENSG00000130939	2150.643	1687.1697	1973.2638	1904.5857	2549.3562	2297.3537	2179.6447	2621.6316
ENSG00000224340	0	0	0	0	1.3725	1.6457	1.8247	1.1605
ENSG00000233623	0	1.5415	2.4064	0	0.6862	0	0	0
ENSG00000201746	0	0	0	0	0	2.4685	1.8247	0
ENSG00000054523	2849.5488	1445.9252	2748.1309	1835.8506	4441.3011	5805.9196	4574.6081	5032.0472
ENSG00000199562	0	0.7707	12.0321	0	2.7449	4.937	4.5618	5.8026
ENSG00000142657	8621.0204	9666.7345	9474.0729	8864.3216	4494.141	1539.5232	5835.4992	7059.4887
ENSG00000271989	0	0	0	1.2497	0.6862	0	0	0
ENSG00000251503	0.7095	0	0	1.2497	2.0587	7.4055	0.9124	1.1605
ENSG00000175279	25.5438	21.581	24.0642	23.7448	7.5486	4.937	9.1237	6.9632
ENSG00000241563	0	5.3952	0	7.4984	2.7449	2.4685	3.6495	0
ENSG00000160049	1712.8513	1454.4034	1804.8145	1622.1471	1599.6095	1608.6413	1414.1688	1549.3042
ENSG00000142655	633.6273	632.0142	478.8774	633.6122	131.0705	86.3976	234.4783	199.6107
ENSG00000243267	0	0	0	1.2497	1.3725	0.8228	0.9124	0
ENSG00000130940	120.6233	52.4109	40.9091	81.2323	22.6457	13.1654	20.0721	34.8158
ENSG00000272078	17.0292	23.8932	14.4385	12.4973	2.0587	1.6457	1.8247	1.1605
ENSG00000215785	0	1.5415	0	0	0	0.8228	0	0
ENSG00000120948	2847.4202	2713.0366	2748.1309	2165.7789	2486.909	2741.6843	2747.137	3352.7639
ENSG00000277726	0	0	0	0	0	3.2913	0	0
ENSG00000009724	31.2202	17.7272	24.0642	27.494	114.6009	143.1732	97.6233	59.1869
ENSG00000271895	13.4814	18.498	26.4706	22.4951	43.2327	56.7756	31.9328	10.4447
ENSG00000116649	1975.3844	2458.6895	2707.2217	2581.9383	218.9084	95.4488	388.6683	651.0559
ENSG00000171824	2295.391	1916.8529	2837.1684	2264.5074	2162.3207	1825.0467	2419.5972	3327.2323
ENSG00000226849	2.1286	3.083	4.8128	9.9978	4.8036	5.7598	1.8247	4.6421
ENSG00000230337	2.1286	4.6245	4.8128	3.7492	4.1174	2.4685	0.9124	1.1605
ENSG00000198793	2885.7358	2204.3423	3347.3293	2789.3932	2968.6447	4143.7941	3906.7554	4474.994
ENSG00000225602	0	0	0	0	0.6862	4.937	7.2989	1.1605
ENSG00000253086	0	0	0	0	0	0	0	1.1605
ENSG00000171819	0	2.3122	0	0	0.6862	4.1142	18.2473	0
ENSG00000238173	0.7095	0	0	3.7492	1.3725	1.6457	2.7371	0
ENSG00000120942	412.9575	457.0542	587.1663	414.9097	329.3919	634.4053	350.3489	458.4084
ENSG00000238199	0	0	0	2.4995	6.1761	13.1654	1.8247	2.3211
ENSG00000204624	2.8382	0.7707	0	0	0.6862	0	0.9124	0
ENSG00000235643	0	1.5415	0	0	0	0	0	0
ENSG00000116661	19.8674	20.8102	0	8.7481	0.6862	8.2283	1.8247	0
ENSG00000132879	345.5504	561.8761	216.5777	389.9152	72.0545	104.5	132.2932	89.3606
ENSG00000116663	123.4615	182.6675	69.7862	89.9804	27.4493	13.9882	38.3194	25.5316
ENSG00000116670	708.1299	770.749	567.915	837.3178	112.5422	75.7008	201.6331	174.0791
ENSG00000162490	2.8382	3.083	4.8128	3.7492	4.8036	13.1654	33.7576	19.729
ENSG00000177674	710.2586	921.8159	810.9633	1088.5132	72.7407	84.7519	126.819	92.8422
ENSG00000215910	0	0	2.4064	0	0	0	0	0
ENSG00000177000	671.9429	423.912	527.0058	729.8412	378.8007	992.3383	697.0484	286.6503
ENSG00000011021	855.7161	590.3938	844.6532	909.8021	789.1681	1063.1021	757.2646	576.7822
ENSG00000242349	8.5146	3.8537	2.4064	4.9989	4.8036	11.5197	10.9484	11.6053
ENSG00000175206	0.7095	4.6245	19.2514	3.7492	2.0587	3.2913	0.9124	1.1605
ENSG00000199347	0	1.5415	0	1.2497	6.8623	5.7598	1.8247	10.4447
ENSG00000201801	0.7095	0	0	0	6.1761	0	8.2113	1.1605
ENSG00000116685	1832.7651	2316.1009	1886.6327	1959.5737	374.6833	311.0314	427.9001	481.6189
ENSG00000083444	7950.4966	17072.8621	9086.6394	9226.7428	3104.5189	1239.1886	5477.8514	6732.2199
ENSG00000116688	3437.7649	2837.898	4848.9349	3526.7328	1899.4934	3004.9913	3625.7464	3784.4801
ENSG00000270914	0	0	0	0	0	0	0.9124	0
ENSG00000116691	397.3474	547.2318	327.273	398.6633	21.2732	9.0512	83.0254	60.3474
ENSG00000202461	1.4191	0	7.2193	1.2497	3.4312	0.8228	1.8247	4.6421
ENSG00000120949	11.3528	0.7707	7.2193	7.4984	1.3725	0	0	1.1605
ENSG00000028137	2013.7001	1671.7547	1306.6857	2384.4813	976.5098	102.8543	686.1	584.9059
ENSG00000263676	0	0	2.4064	0	0	0	0	0
ENSG00000048707	1717.8181	1209.3052	1802.4081	1694.6313	4037.1097	5483.3685	3752.5654	4037.4751
ENSG00000239149	11.3528	5.3952	12.0321	9.9978	4.1174	4.937	3.6495	6.9632
ENSG00000229484	0	0.7707	0	0	0	0	0	0
ENSG00000162496	689.6816	378.4378	113.1017	723.5926	548.3003	1253.9997	416.9517	313.3424
ENSG00000221340	0	1.5415	0	3.7492	2.7449	4.937	0	2.3211
ENSG00000276830	0	0	0	1.2497	0	0	0	0
ENSG00000272482	3.5477	1.5415	0	1.2497	7.5486	21.3937	10.036	6.9632
ENSG00000188984	0	0	0	0	0	0	0	1.1605
ENSG00000179172	6.3859	6.166	0	7.4984	3.4312	3.2913	1.8247	0
ENSG00000277058	2.1286	1.5415	2.4064	1.2497	5.4899	0	3.6495	5.8026
ENSG00000275774	2.8382	0.7707	2.4064	0	0.6862	0.8228	0.9124	0
ENSG00000179412	2.8382	0.7707	4.8128	4.9989	7.5486	3.2913	8.2113	10.4447
ENSG00000162494	0	0	0	0	0	0	0.9124	0
ENSG00000162493	9.2241	0	0	4.9989	24.0182	7485.3247	1593.9051	11.6053
