sample	sizeFactor
Sample_1	1.40934592556718
Sample_2	1.2974391702238
Sample_3	0.415555174302169
Sample_4	0.800174033200145
Sample_5	1.4572306388888
Sample_6	1.21531134393099
Sample_7	1.09605018345241
Sample_8	0.861677137786716
